NAME,GEO_ID,RCPSZFI,NAICS2017_LABEL,ETH_GROUP,SEX,EMPSZFI,EMP,FIRMPDEMP,NAICS2017,metropolitan statistical area/micropolitan statistical area
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,020,002,001,60966,13128,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,020,003,001,187235,27641,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,020,004,001,47816,7452,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,001,001,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,001,611,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,001,612,3347,1813,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,001,620,3153,488,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,001,630,6303,447,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,001,641,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,001,642,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,001,651,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,001,652,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,001,657,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,511,Total for all sectors,028,001,001,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,518,Total for all sectors,028,001,001,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,519,Total for all sectors,028,001,001,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,521,Total for all sectors,028,001,001,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,522,Total for all sectors,028,001,001,361,365,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,523,Total for all sectors,028,001,001,944,656,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,525,Total for all sectors,028,001,001,1567,597,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,531,Total for all sectors,028,001,001,2964,503,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,532,Total for all sectors,028,001,001,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,002,001,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,003,001,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,028,004,001,17359,2395,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,001,001,912824,114747,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,001,611,0,18994,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,001,612,115328,64727,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,001,620,87210,13421,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,001,630,105504,8256,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,001,641,155279,5325,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,001,642,82888,1496,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,001,651,112349,1059,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,001,652,0,0,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,001,657,192348,858,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,511,Total for all sectors,029,001,001,1073,706,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,518,Total for all sectors,029,001,001,368,804,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,519,Total for all sectors,029,001,001,8986,3061,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,521,Total for all sectors,029,001,001,7965,6146,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,522,Total for all sectors,029,001,001,11835,11540,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,523,Total for all sectors,029,001,001,33058,23576,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,525,Total for all sectors,029,001,001,53505,21312,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,531,Total for all sectors,029,001,001,87213,18695,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,532,Total for all sectors,029,001,001,708822,28908,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,002,001,150218,26181,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,003,001,655596,72581,00,33100
"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",310M400US33100,001,Total for all sectors,029,004,001,107011,15985,00,33100
